Year,Album,Artist,Win,Song,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Explicit
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Star Wars Main Title and the Arrival at Naboo,0.127,0.369,-13.852,0.0392,0.524,0.905,0.165,0.192,79.541,175773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Duel of the Fates,0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin's Theme,0.186,0.111,-22.164,0.0505,0.443,0.908,0.24,0.0339,74.003,187586,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jar Jar's Introduction and the Swim to Otoh Gunga,0.198,0.052,-25.782,0.0334,0.93,0.917,0.088,0.0394,91.315,305880,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Sith Spacecraft and the Droid Battle,0.313,0.621,-14.685,0.12,0.49,0.914,0.166,0.256,114.04,156360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Trip to the Naboo Temple and the Audience with Boss Nass,0.224,0.0481,-27.208,0.0319,0.916,0.864,0.142,0.0453,84.995,249573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Arrival at Tatooine and the Flag Parade,0.277,0.316,-16.298,0.0432,0.787,0.617,0.137,0.0798,92.783,243053,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,He Is the Chosen One,0.0622,0.034,-24.722,0.0414,0.941,0.923,0.152,0.0356,68.173,234640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin Defeats Sebulba,0.217,0.43,-14.087,0.0505,0.709,0.704,0.283,0.0962,62.946,262680,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Passage Through the Planet Core,0.0885,0.0593,-21.209,0.05,0.777,0.865,0.0447,0.0374,77.344,277373,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Watto's Deal and Kids at Play,0.182,0.0294,-28.048,0.0351,0.908,0.904,0.0989,0.0374,102.378,296200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Panaka and the Queen's Protectors,0.366,0.481,-13.485,0.128,0.594,0.695,0.306,0.177,115.054,202346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Queen Amidala and the Naboo Palace,0.17,0.0413,-22.738,0.0384,0.798,0.888,0.0924,0.034,113.977,290306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Droid Invasion and the Appearance of Darth Maul,0.274,0.242,-17.854,0.0461,0.781,0.874,0.0999,0.0393,87.098,311293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Star Wars Main Title and the Arrival at Naboo,0.127,0.369,-13.852,0.0392,0.524,0.905,0.165,0.192,79.541,175773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Duel of the Fates,0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin's Theme,0.186,0.111,-22.164,0.0505,0.443,0.908,0.24,0.0339,74.003,187586,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jar Jar's Introduction and the Swim to Otoh Gunga,0.198,0.052,-25.782,0.0334,0.93,0.917,0.088,0.0394,91.315,305880,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Sith Spacecraft and the Droid Battle,0.313,0.621,-14.685,0.12,0.49,0.914,0.166,0.256,114.04,156360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Trip to the Naboo Temple and the Audience with Boss Nass,0.224,0.0481,-27.208,0.0319,0.916,0.864,0.142,0.0453,84.995,249573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Arrival at Tatooine and the Flag Parade,0.277,0.316,-16.298,0.0432,0.787,0.617,0.137,0.0798,92.783,243053,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,He Is the Chosen One,0.0622,0.034,-24.722,0.0414,0.941,0.923,0.152,0.0356,68.173,234640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin Defeats Sebulba,0.217,0.43,-14.087,0.0505,0.709,0.704,0.283,0.0962,62.946,262680,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Passage Through the Planet Core,0.0885,0.0593,-21.209,0.05,0.777,0.865,0.0447,0.0374,77.344,277373,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Watto's Deal and Kids at Play,0.182,0.0294,-28.048,0.0351,0.908,0.904,0.0989,0.0374,102.378,296200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Panaka and the Queen's Protectors,0.366,0.481,-13.485,0.128,0.594,0.695,0.306,0.177,115.054,202346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Queen Amidala and the Naboo Palace,0.17,0.0413,-22.738,0.0384,0.798,0.888,0.0924,0.034,113.977,290306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Droid Invasion and the Appearance of Darth Maul,0.274,0.242,-17.854,0.0461,0.781,0.874,0.0999,0.0393,87.098,311293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Star Wars Main Title and the Arrival at Naboo,0.127,0.369,-13.852,0.0392,0.524,0.905,0.165,0.192,79.541,175773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Duel of the Fates,0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin's Theme,0.186,0.111,-22.164,0.0505,0.443,0.908,0.24,0.0339,74.003,187586,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jar Jar's Introduction and the Swim to Otoh Gunga,0.198,0.052,-25.782,0.0334,0.93,0.917,0.088,0.0394,91.315,305880,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Sith Spacecraft and the Droid Battle,0.313,0.621,-14.685,0.12,0.49,0.914,0.166,0.256,114.04,156360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Trip to the Naboo Temple and the Audience with Boss Nass,0.224,0.0481,-27.208,0.0319,0.916,0.864,0.142,0.0453,84.995,249573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Arrival at Tatooine and the Flag Parade,0.277,0.316,-16.298,0.0432,0.787,0.617,0.137,0.0798,92.783,243053,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,He Is the Chosen One,0.0622,0.034,-24.722,0.0414,0.941,0.923,0.152,0.0356,68.173,234640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin Defeats Sebulba,0.217,0.43,-14.087,0.0505,0.709,0.704,0.283,0.0962,62.946,262680,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Passage Through the Planet Core,0.0885,0.0593,-21.209,0.05,0.777,0.865,0.0447,0.0374,77.344,277373,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Watto's Deal and Kids at Play,0.182,0.0294,-28.048,0.0351,0.908,0.904,0.0989,0.0374,102.378,296200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Panaka and the Queen's Protectors,0.366,0.481,-13.485,0.128,0.594,0.695,0.306,0.177,115.054,202346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Queen Amidala and the Naboo Palace,0.17,0.0413,-22.738,0.0384,0.798,0.888,0.0924,0.034,113.977,290306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Droid Invasion and the Appearance of Darth Maul,0.274,0.242,-17.854,0.0461,0.781,0.874,0.0999,0.0393,87.098,311293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Star Wars Main Title and the Arrival at Naboo,0.127,0.369,-13.852,0.0392,0.524,0.905,0.165,0.192,79.541,175773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Duel of the Fates,0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin's Theme,0.186,0.111,-22.164,0.0505,0.443,0.908,0.24,0.0339,74.003,187586,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jar Jar's Introduction and the Swim to Otoh Gunga,0.198,0.052,-25.782,0.0334,0.93,0.917,0.088,0.0394,91.315,305880,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Sith Spacecraft and the Droid Battle,0.313,0.621,-14.685,0.12,0.49,0.914,0.166,0.256,114.04,156360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Trip to the Naboo Temple and the Audience with Boss Nass,0.224,0.0481,-27.208,0.0319,0.916,0.864,0.142,0.0453,84.995,249573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Arrival at Tatooine and the Flag Parade,0.277,0.316,-16.298,0.0432,0.787,0.617,0.137,0.0798,92.783,243053,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,He Is the Chosen One,0.0622,0.034,-24.722,0.0414,0.941,0.923,0.152,0.0356,68.173,234640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin Defeats Sebulba,0.217,0.43,-14.087,0.0505,0.709,0.704,0.283,0.0962,62.946,262680,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Passage Through the Planet Core,0.0885,0.0593,-21.209,0.05,0.777,0.865,0.0447,0.0374,77.344,277373,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Watto's Deal and Kids at Play,0.182,0.0294,-28.048,0.0351,0.908,0.904,0.0989,0.0374,102.378,296200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Panaka and the Queen's Protectors,0.366,0.481,-13.485,0.128,0.594,0.695,0.306,0.177,115.054,202346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Queen Amidala and the Naboo Palace,0.17,0.0413,-22.738,0.0384,0.798,0.888,0.0924,0.034,113.977,290306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Droid Invasion and the Appearance of Darth Maul,0.274,0.242,-17.854,0.0461,0.781,0.874,0.0999,0.0393,87.098,311293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Star Wars Main Title and the Arrival at Naboo,0.127,0.369,-13.852,0.0392,0.524,0.905,0.165,0.192,79.541,175773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Duel of the Fates,0.471,0.411,-15.755,0.041,0.733,0.853,0.28,0.282,79.986,254346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin's Theme,0.186,0.111,-22.164,0.0505,0.443,0.908,0.24,0.0339,74.003,187586,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jar Jar's Introduction and the Swim to Otoh Gunga,0.198,0.052,-25.782,0.0334,0.93,0.917,0.088,0.0394,91.315,305880,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Sith Spacecraft and the Droid Battle,0.313,0.621,-14.685,0.12,0.49,0.914,0.166,0.256,114.04,156360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Trip to the Naboo Temple and the Audience with Boss Nass,0.224,0.0481,-27.208,0.0319,0.916,0.864,0.142,0.0453,84.995,249573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Arrival at Tatooine and the Flag Parade,0.277,0.316,-16.298,0.0432,0.787,0.617,0.137,0.0798,92.783,243053,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,He Is the Chosen One,0.0622,0.034,-24.722,0.0414,0.941,0.923,0.152,0.0356,68.173,234640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Anakin Defeats Sebulba,0.217,0.43,-14.087,0.0505,0.709,0.704,0.283,0.0962,62.946,262680,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Passage Through the Planet Core,0.0885,0.0593,-21.209,0.05,0.777,0.865,0.0447,0.0374,77.344,277373,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Watto's Deal and Kids at Play,0.182,0.0294,-28.048,0.0351,0.908,0.904,0.0989,0.0374,102.378,296200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Panaka and the Queen's Protectors,0.366,0.481,-13.485,0.128,0.594,0.695,0.306,0.177,115.054,202346,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Queen Amidala and the Naboo Palace,0.17,0.0413,-22.738,0.0384,0.798,0.888,0.0924,0.034,113.977,290306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Droid Invasion and the Appearance of Darth Maul,0.274,0.242,-17.854,0.0461,0.781,0.874,0.0999,0.0393,87.098,311293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Qui-Gon's Noble End,0.289,0.282,-17.086,0.0475,0.254,0.34,0.108,0.138,135.961,226360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The High Council Meeting and Qui-Gon's Funeral,0.077,0.072,-26.877,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Augie's Great Municipal Band and End Credits,0.217,0.407,-15.324,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Prologue,0.189,0.0515,-24.222,0.0373,0.944,0.656,0.357,0.0439,74.443,31693,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Main Title,0.379,0.142,-16.473,0.0331,0.782,0.958,0.104,0.082,127.353,172973,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Yamamoto's Choice,0.155,0.0032,-37.83,0.037,0.986,0.978,0.1,0.0343,67.756,73133,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Signal Corps Con,0.225,0.208,-19.285,0.0391,0.909,0.894,0.0809,0.0451,65.252,92560,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Yamamoto's Second Meeting,0.177,0.00305,-40.203,0.044,0.966,0.0156,0.107,0.04,100.444,140866,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Hiroshima Harbor,0.315,0.323,-13.427,0.0334,0.912,0.701,0.111,0.0382,97.24,50933,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Haruko's Dilemma,0.2,0.00669,-42.422,0.0468,0.977,0.764,0.0747,0.0339,75.131,60840,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,By Order Of Nimitz,0.0747,0.0612,-23.562,0.0382,0.978,0.878,0.0919,0.0395,73.917,161933,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Cancelling Operation ""K""",0.0751,0.00471,-36.085,0.0399,0.99,0.98,0.109,0.0386,175.368,116226,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Strawberry 5,0.317,0.0865,-22.555,0.034,0.94,0.822,0.0772,0.0548,120.388,84106,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Attack Begins,0.315,0.119,-18.985,0.037,0.955,0.848,0.164,0.0403,117.802,140466,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Missing The Flatlands,0.189,0.0279,-30.143,0.0417,0.979,0.888,0.121,0.0429,85.472,51160,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Morning Of The Battle,0.19,0.126,-14.364,0.0407,0.943,0.893,0.155,0.0366,64.007,79400,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Red Parks Fighters,0.226,0.24,-17.238,0.0399,0.784,0.931,0.107,0.107,116.87,85306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Scout 4,0.229,0.0136,-19.205,0.0451,0.951,0.927,0.113,0.0485,118.359,72493,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Ensign Gay Afloat,0.205,0.00842,-34.458,0.0438,0.99,0.997,0.0917,0.069,90.429,39440,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Burning Carriers,0.182,0.202,-16.761,0.04,0.954,0.954,0.228,0.0362,76.303,75760,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Crash Landing,0.236,0.403,-12.581,0.0322,0.791,0.911,0.342,0.109,86.866,110866,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Good News For Nimitz,0.158,0.0477,-26.747,0.0405,0.98,0.778,0.117,0.0708,66.403,71173,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Matt Takes Off,0.245,0.224,-14.375,0.0334,0.941,0.873,0.0857,0.0659,101.627,57333,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Matt's Crash,0.183,0.24,-15.41,0.0302,0.794,0.934,0.0774,0.0529,84.234,73093,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,End Title: Midway March,0.379,0.219,-14.559,0.0367,0.962,0.911,0.0918,0.141,110.45,148773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Men Of The Yorktown March,0.128,0.0718,-16.563,0.0339,0.955,0.919,0.125,0.125,97.624,153826,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Hymn To The Fallen - From ""Saving Private Ryan"" Soundtrack",0.169,0.0629,-22.961,0.0411,0.953,0.911,0.0996,0.0607,127.155,370266,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Revisiting Normandy - From ""Saving Private Ryan"" Soundtrack",0.138,0.031,-27.707,0.0394,0.939,0.867,0.12,0.062,100.778,245533,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Omaha Beach - From ""Saving Private Ryan"" Soundtrack",0.0786,0.0277,-28.424,0.0447,0.947,0.909,0.112,0.0365,173.281,555133,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Finding Private Ryan - From ""Saving Private Ryan"" Soundtrack",0.0927,0.0286,-30.825,0.0402,0.827,0.795,0.103,0.0392,87.596,277400,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Approaching The Enemy - From ""Saving Private Ryan"" Soundtrack",0.118,0.0659,-28.974,0.0398,0.862,0.952,0.1,0.0451,71.631,270533,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Defense Preparations - From ""Saving Private Ryan"" Soundtrack",0.0647,0.0558,-29.494,0.0407,0.909,0.95,0.112,0.0784,69.477,354266,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Wade's Death - From ""Saving Private Ryan"" Soundtrack",0.113,0.00488,-36.63,0.0417,0.951,0.921,0.191,0.0546,94.422,270360,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"High School Teacher - From ""Saving Private Ryan"" Soundtrack",0.141,0.0234,-29.799,0.0437,0.938,0.914,0.0927,0.0382,140.459,662706,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Last Battle - From ""Saving Private Ryan"" Soundtrack",0.152,0.0327,-30.65,0.0421,0.955,0.953,0.109,0.0527,66.501,476960,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Hymn To The Fallen - Reprise / From ""Saving Private Ryan"" Soundtrack",0.169,0.0537,-22.949,0.0417,0.954,0.929,0.105,0.0462,126.67,370200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Superman - Main Theme - From “Superman: The Movie”,0.167,0.387,-15.086,0.0591,0.887,0.887,0.0961,0.0785,178.385,336200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Planet Krypton - From “Superman: The Movie""",0.165,0.049,-20.376,0.0416,0.763,0.697,0.0857,0.0335,111.336,277666,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Destruction Of Krypton - From “Superman: The Movie""",0.106,0.0955,-17.918,0.0356,0.934,0.653,0.0807,0.0356,75.447,330426,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Trip To Earth - From “Superman: The Movie""",0.219,0.187,-20.067,0.0372,0.943,0.876,0.0717,0.0366,78.985,161306,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Growing Up - From “Superman: The Movie,0.351,0.251,-22.367,0.0406,0.955,0.962,0.359,0.101,139.516,127866,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jonathan's Death - From “Superman: The Movie,0.147,0.038,-28.95,0.0384,0.927,0.89,0.0869,0.038,138.439,243066,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Leaving Home - From “Superman: The Movie”,0.0899,0.0338,-23.691,0.0398,0.939,0.94,0.0618,0.0318,84.816,289666,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Fortress Of Solitude - From “Superman: The Movie""",0.174,0.0494,-25.145,0.0408,0.917,0.618,0.0985,0.0357,108.336,502200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Helicopter Sequence - From “Superman: The Movie""",0.164,0.225,-16.677,0.0495,0.945,0.841,0.355,0.0762,72.965,375760,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Penthouse - From “Superman: The Movie""",0.216,0.0418,-28.653,0.0455,0.973,0.678,0.134,0.0363,76.982,109800,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Flying Sequence - From “Superman: The Movie""",0.0835,0.218,-17.873,0.0391,0.938,0.957,0.1,0.0389,75.903,256773,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Truck Convoy - From “Superman: The Movie""",0.488,0.0832,-24.272,0.0538,0.913,0.956,0.163,0.235,112.193,114866,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"To The Lair - From “Superman: The Movie""",0.225,0.136,-19.066,0.0381,0.953,0.901,0.179,0.0396,119.182,140160,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,March Of The Villains - From “Superman: The Movie”,0.473,0.0888,-22.087,0.0346,0.956,0.761,0.571,0.167,106.204,236600,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Chasing Rockets - From “Superman: The Movie,0.216,0.236,-17.247,0.0415,0.902,0.849,0.101,0.0469,137.988,311840,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Pushing Boulders - From “Superman: The Movie”,0.128,0.118,-18.78,0.051,0.977,0.901,0.576,0.0369,51.649,136160,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Flying To Lois - From “Superman: The Movie,0.112,0.0565,-19.875,0.0393,0.972,0.841,0.195,0.0385,77.441,178573,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"Turning Back the World - From “Superman: The Movie""",0.272,0.176,-17.13,0.0321,0.915,0.587,0.342,0.0363,73.206,121933,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Prison Yard And End Title - From “Superman: The Movie""",0.258,0.333,-15.613,0.0467,0.872,0.778,0.0848,0.0732,117.984,384293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Love Theme From Superman - From “Superman: The Movie”,0.166,0.106,-19.474,0.0391,0.946,0.891,0.0989,0.0465,138.74,305133,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Always and Always,0.159,0.0218,-30.571,0.0391,0.984,0.942,0.139,0.0701,66.769,220960,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,"The Days Between (From ""Stepmom"") - Instrumental",0.253,0.0292,-26.569,0.0364,0.975,0.943,0.0884,0.0895,61.738,387040,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Time Spins Its Web,0.316,0.0189,-30.59,0.0389,0.978,0.98,0.109,0.0349,134.205,138493,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Soccer Game,0.48,0.0802,-24.237,0.0355,0.976,0.934,0.0919,0.178,116.215,267506,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,A Christmas Quilt,0.152,0.0619,-25.851,0.0406,0.974,0.953,0.0767,0.0472,137.172,236000,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Isabel's Horse and Buggy,0.653,0.342,-19.827,0.0988,0.773,0.952,0.303,0.479,99.273,87933,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Taking Pictures,0.203,0.0561,-25.181,0.0334,0.947,0.94,0.0945,0.189,70.235,192000,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,One Snowy Night,0.138,0.025,-32.703,0.0421,0.986,0.876,0.12,0.0392,65.432,333000,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Ben's Antics,0.413,0.0243,-27.235,0.0436,0.987,0.854,0.216,0.0762,136.725,184266,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Isabel's Picture Gallery,0.138,0.0121,-31.712,0.0361,0.982,0.921,0.0938,0.0528,71.075,224066,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jackie and Isabel,0.199,0.0217,-29.154,0.0355,0.988,0.972,0.0937,0.128,89.855,179200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Jackie's Secret,0.172,0.00923,-34.653,0.0409,0.957,0.693,0.102,0.0393,129.85,212626,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Bonding,0.0803,0.0226,-30.895,0.0394,0.963,0.798,0.0729,0.0399,81.128,235200,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Ain't No Mountain High Enough,0.669,0.503,-17.059,0.052,0.252,0,0.325,0.738,129.372,148640,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,End Credits,0.256,0.0497,-23.512,0.0324,0.985,0.94,0.108,0.126,91.165,378293,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,The Color Purple: Main Title,0.202,0.174,-21.298,0.0466,0.869,0.281,0.14,0.203,106.759,269026,FALSE
2010,the e.n.d.,The Black Eyed Peas,0,Scent of a Woman: Tango (Por Una Cabeza),0.349,0.134,-21.963,0.0505,0.821,0.0487,0.0464,0.429,118.069,231160,FALSE
